,overall,reviewTime,reviewText
452315,0.0,2018,ITS OK
452352,1.0,2018,"I have only begun to learn all the aspects of this program, so will write further reviews as I continue my training."
452363,1.0,2018,"Worked well, but watch out for the city streets in Mytilini!
It took us all over town to get back to the hotel.  What should have been a 20 minute drive ended up about 40 minutes.
Incredibly beautiful territory, but with streets so narrow, I thought I was going to scrape my car on someone's fork at dinner.
It was late at night going back to the hotel, so that could have been the issue. (And - no, I wasn't tipping the Ouzo bottle before hand!)
It was plug and play.  I called Garmin about it before I bought and they even told me my GPS will work with this unit.
Great service from Garmin. And they even admitted that this price was about half of their price.
Item arrived just in time for the trip.
Didn't need in Italy, but I am confident it would have worked well there too."
452364,1.0,2018,"Much cheaper than renting a god from foreign car rentals. Maps were good, I got mine for Italy and it worked well. Allowed us to drive all over the country and find our hotels and places of interest very easily.
Would have five stars if it could help you avoid the zones where you get fined if not registered. Ran into three of those."
452365,1.0,2018,"I was hesitant to purchase this based on other reviews but thought I would try it and I am glad I did. It worked perfectly. We were on a driving tour of Italy and this chip found everything we needed. I was able to just put the name of a town in and it would find the town and then once there we could find specific destinations. Sometimes we wanted to take the quickest route and didn't mind paying tolls and sometimes we wanted scenic, it worked every time. It also helped us find landmarks in the area. Well worth the price. I highly recommend this product."
452366,1.0,2018,works fine
452367,1.0,2018,Loaned this to friends for their first trip to Italy abd it was a life saver.  We used an earlier version in Sicily and Used coordinates rather than addresses cery easily.
452368,-1.0,2018,"We bought this for a May, 2018 month-long trip to Tuscany and Umbria and was extremely disappointed. Occasionally, we were given correct driving instructions, but most of the time that was not the case. We were taken to entirely wrong destinations from the ones entered on the Nuvi we were using; told to turn on non-existent exits from expressways; and directed to turn into traffic on one-way streets. Oftentimes the directions and the map did not match up--we were directed to make turns that were not correspondingly shown on the map. When we drove from Tuscany to Umbria, and then back again, an error message popped up telling us the addresses in the destination province could not be found. On numerous occasions the route had to  be ""recalculated"" even though we were following and continued to follow the directions given. We finally gave up and followed local printed maps. The data on the card appears to be very, very old, as many roundabouts we took were not a part of the instructions nor on the Nuvi map. To offer this product for sale on Amazon reflects badly on the company. Until Garmin creates a product for Tuscan and Umbrian roads that actually works, Amazon should withdraw it from its offerings."
452375,0.0,2018,"This game seems to progress too fast for the age group, in my opinion."
452392,-1.0,2018,"Very laggy and slow on Windows 10, and it also caused a memory overflow condition.  I don't recommend this."
452394,-1.0,2018,Product tried to eat my computer. Never opened completely. It took me 5 mins and two fingers to type this....sigh.
452410,1.0,2018,Excellent
452415,-1.0,2018,"DO NOT BUY THIS PRODUCT. It actually made my computer slower after buying it and ""cleaning"" my mac. I had to delete all files to actually get my mac working as it was before and as I have read online it has destroyed other users information. I backed up my information on time machine as fast as I could after deleting it, using App Cleaner to eradicate anything this software might leave behind and feel total regret of having spent $40 on a software that made my mac almost unusable. STAY AWAY FROM CLEANMYMAC 3!!!!!!"
452425,-1.0,2018,This Software is clunky and does not remember settings . Also incompatible with Windows 7 . It fights you with annoying tips and occasional crashes.
452437,1.0,2018,"Good product.  Map details seem to be pretty good.  Slows down my Lowrance Elite 7 a bit, but I think that is more of an issue with the Lowrance than the maps."
